residual_growth_fraction_alpha	time_after_dual_limit_h	residual_growth_rate_h-1	PHB_capacity_g_gDW_h	relative_residual_biomass	relative_PHB_mass	PHB_wt_pct
0.1	2.4000000000000004	0.0143666020972685	0.2873924445531719	1.0350811661395902	0.7017708172310058	40.40475664881498
0.1	2.5	0.0143666020972685	0.2873924445531719	1.0365692947764633	0.7315396466219061	41.37412743602456
0.1	2.6	0.0143666020972685	0.2873924445531719	1.0380595628850149	0.761351274441521	42.31114199427042
0.1	2.7	0.0143666020972685	0.2873924445531719	1.0395519735411476	0.7912057622208358	43.217392818582105
0.1	2.8000000000000003	0.0143666020972685	0.2873924445531719	1.0410465298251868	0.8211031715793078	44.09436958586116
0.1	2.9000000000000004	0.0143666020972685	0.2873924445531719	1.0425432348218857	0.8510435642249734	44.943467321030546
0.1	3.0	0.0143666020972685	0.2873924445531719	1.044042091620433	0.8810270019545898	45.76599379705614
0.1	3.1	0.0143666020972685	0.2873924445531719	1.0455431033144584	0.9110535466537644	46.563176251403725
0.1	3.2	0.0143666020972685	0.2873924445531719	1.0470462730020398	0.9411232602970737	47.33616749148147
0.1	3.3000000000000003	0.0143666020972685	0.2873924445531719	1.0485516037857083	0.9712362049481893	48.0860514529498
0.1	3.4000000000000004	0.0143666020972685	0.2873924445531719	1.0500590987724563	1.001392442760018	48.81384826725951
0.1	3.5	0.0143666020972685	0.2873924445531719	1.0515687610737425	1.0315920359748194	49.52051888823882
0.1	3.6	0.0143666020972685	0.2873924445531719	1.0530805938054995	1.0618350469243416	50.206969321854864
0.1	3.7	0.0143666020972685	0.2873924445531719	1.054594600088139	1.0921215380299432	50.87405449829763
0.1	3.8000000000000003	0.0143666020972685	0.2873924445531719	1.0561107830465593	1.1224515718027241	51.5225818211835
0.1	3.9000000000000004	0.0143666020972685	0.2873924445531719	1.0576291458101517	1.15282521084367	52.153314424859374
0.1	4.0	0.0143666020972685	0.2873924445531719	1.0591496915128056	1.1832425178437445	52.76697416743494
0.1	4.1000000000000005	0.0143666020972685	0.2873924445531719	1.0606724232929168	1.213703555584058	53.36424438422674
0.1	4.2	0.0143666020972685	0.2873924445531719	1.062197344293393	1.2442083869359781	53.945772423691665
0.1	4.3	0.0143666020972685	0.2873924445531719	1.0637244576616602	1.2747570748612604	54.51217198563726
0.1	4.4	0.0143666020972685	0.2873924445531719	1.0652537665496697	1.3053496824121793	55.064025279463216
0.1	4.5	0.0143666020972685	0.2873924445531719	1.0667852741139043	1.3359862727316634	55.60188501839
0.1	4.6000000000000005	0.0143666020972685	0.2873924445531719	1.0683189835153843	1.366666909053409	56.12627626403375
0.1	4.7	0.0143666020972685	0.2873924445531719	1.0698548979196756	1.3973916547020417	56.637698134268796
0.1	4.800000000000001	0.0143666020972685	0.2873924445531719	1.0713930204968942	1.428160573093213	57.13662538605331
0.1	4.9	0.0143666020972685	0.2873924445531719	1.0729333544217143	1.458973727733753	57.62350988377097
0.1	5.0	0.0143666020972685	0.2873924445531719	1.0744759028733746	1.4898311822218	58.098781962633176
0.1	5.1000000000000005	0.0143666020972685	0.2873924445531719	1.0760206690356835	1.520733000246912	58.56285169578849
0.1	5.2	0.0143666020972685	0.2873924445531719	1.077567656097028	1.5516792455902313	59.016110072982364
0.1	5.300000000000001	0.0143666020972685	0.2873924445531719	1.0791168672503781	1.582669982124585	59.458930097886125
0.1	5.4	0.0143666020972685	0.2873924445531719	1.0806683056932949	1.6137052738146345	59.8916678105693
0.1	5.5	0.0143666020972685	0.2873924445531719	1.082221974627936	1.644785184717	60.31466324100519
0.1	5.6000000000000005	0.0143666020972685	0.2873924445531719	1.0837778772610631	1.6759097789803945	60.728241298976975
0.1	5.7	0.0143666020972685	0.2873924445531719	1.0853360168040487	1.70707912084577	61.13271260527901
