gene_id	associated_reactions	growth_WT_h-1	growth_KO_h-1	growth_ratio	solver_status	essentiality_label
EHJ92234_1	ACACT1r	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92336_1	FDH	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92362_1	INDOLEt2pp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92714_1	GLYBabc;PROabc	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92734_1	APG3PAT120;APG3PAT141;APG3PAT161	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92747_1	G1PACT;MAN1PT;MAN1PT2;UAGDP	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92864_1	UGLYCH	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ92974_1	CHLt3pp;GLYBt3pp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93190_1	GLUTRS	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93309_1	PTA2;PTAr	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93557_1	PHEMEabcpp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93724_1	ALAALAabcpp;GTHRDt2_1	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93755_1	LGTHL	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ93880_1	HPPK	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94213_1	GTHS	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94377_1	ACP1_FMN;PMDPHT	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94459_1	CTECOAI6;CTECOAI7;CTECOAI8;DHPACCOAHIT;ECOAH1;ECOAH2;ECOAH3;ECOAH4;ECOAH5;ECOAH6;ECOAH7;ECOAH8;VECOAH	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94477_1	UREAabcpp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94694_1	Cobalt2abcppI;METDabc;NI2uabcpp	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94733_1	MMSAD3	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94831_1	MTRI	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ94935_1	MPTG;MPTG2	0.2902343858032029	0.2902343858032059	1.0000000000000104	optimal	Non-essential
EHJ91601_1	ACCOAC	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ93155_1	Kt3pp;NAt3pp	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ93762_1	FADRx;FEOXAMR1;FEOXAMR2;FEOXAMR3;FLVR;FLVRx;FMNRx;FMNRx2	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ94091_1	HISabcpp;ILEabcpp;LEUabcpp;PROabcpp;VALabcpp	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ94704_1	ABUTD;ALDD2x;GG15DAPDxr;GGDAPDxr;GGGABADr;GGGABADxr	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ94727_1	FRD2;FRD3	0.2902343858032029	0.290234385803206	1.0000000000000107	optimal	Non-essential
EHJ91086_1	GLNS	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ91367_1	DNTPPA;NTPP1;NTPP2;NTPP4	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ91417_1	FEENTERtonex;FEOXAMtonex	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ91672_1	DMSOR1pp;DMSOR2pp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ91910_1	GUAPRT;HXPRT;XPPT	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92256_1	PTRCabc;PTRCabcpp;SULabcpp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92752_1	ALAR	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92785_1	SO4t2	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92922_1	DHDPS	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92936_1	MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92947_1	AMMQLT8;AMMQT8_2	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ92973_1	MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93047_1	ACONT;ACONTa;ACONTb	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93262_1	ALKP	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93269_1	APRAUR;DHPPDA2	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93353_1	CRO4t3	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93631_1	HSTPT;PHETA1;TYRTA	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93856_1	ALR2;BTS	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ93965_1	3OADPCOAT;ACACCT;BUTCT;HXCT	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94227_1	THRD_L	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94400_1	IND3ACtpp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94485_1	UREA;UREA_1	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94526_1	CRNDH	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94539_1	CHOLt4ipp;GLYBti4pp	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ94732_1	3AIBT2;APATr	0.2902343858032029	0.29023438580320615	1.0000000000000113	optimal	Non-essential
EHJ91202_1	DGUNC;GUACYC	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ91446_1	ANPRT;ANS;ANS2;ANSN	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ91460_1	DALAabcpp;ILEabcpp;LEUabcpp;VALabcpp	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ91760_1	PRAMPC;PRATPP	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ91945_1	ASPTA;CYSTA;PHETA1;TYRTA	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ92241_1	ASR	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ92340_1	NADH10;NADH5;NADH9	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ92415_1	FCLT	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ93001_1	FE3abcpp	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ93013_1	CAT	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ94033_1	MDDCP1pp;MDDCP2pp;MDDCP3pp;MDDCP4pp;MDDCP5pp;MDDEP1pp;MDDEP2pp;MDDEP3pp;MDDEP4pp	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ94120_1	DGUNC	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ94767_1	CD2t5;CD2t6;ZN2t5;ZN2t6	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ94891_1	ARBabcpp	0.2902343858032029	0.2902343858032062	1.0000000000000115	optimal	Non-essential
EHJ91089_1	NH4t;NH4tpp_1	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91186_1	METabc;PROabc	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91294_1	G3PD1ir;G3PD2	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91454_1	MCCC	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91706_1	DHORTS;GHMT2r	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91874_1	HXAND;XAND	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ92306_1	OCBT	0.2902343858032029	0.2902343858032063	1.0000000000000118	optimal	Non-essential
EHJ92318_1	MCITD	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ93034_1	ACHBS;ACLS;ACLSb	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ93397_1	GLCRD;GLCRD_1	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ93632_1	ILETA;ILETA2;LEUTA	0.2902343858032029	0.2902343858032063	1.0000000000000118	optimal	Non-essential
EHJ93890_1	NTP3	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ93902_1	CBPS;GLUNpp	0.2902343858032029	0.29023438580320626	1.0000000000000118	optimal	Non-essential
EHJ91166_1	PGMT	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91189_1	L_LACD2;L_LACD3	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91210_1	MNNH	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91272_1	NADHXD;NADHXE;NADPHXD;NADPHXE	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91404_1	SPODM	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91457_1	ILEabcpp;LEUabcpp;VALabcpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91750_1	HCO3E	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92036_1	ALAALAabcpp;CGLYabcpp;PROGLYabcpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92038_1	ALAALAabcpp;ALAGLUabcpp;ALAHISabcpp;ALALEUabcpp;ALATHRabcpp;ALATRPabcpp;CARNabcpp;CGLYabcpp;GLYGLNabcpp;GLYGLUabcpp;GLYGLYabcpp;GLYMETabcpp;GLYPHEabcpp;GLYSERabcpp;HISGLYabcpp;HISHISabcpp;LEULEUabcpp;PROGLYabcpp;RMNabc;XYLabc	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92114_1	PGM	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92232_1	AADa;AADb;ACS;APAT_1;FACOAL100t2pp;FACOAL120t2pp;FACOAL140t2pp;FACOAL141t2pp;FACOAL160t2pp;FACOAL161t2pp;FACOAL180t2pp;FACOAL181d11tpp;FACOAL181d6t2pp;FACOAL181t2pp;FACOAL182t2pp;FACOAL60t2pp;FACOAL80t2pp;PACPT_1	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92238_1	FMNRx2	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92461_1	ARGabcpp;HISabcpp;LYSabcpp;ORNabcpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92665_1	HMR_9610;MALt4;MFUMt8	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92709_1	GLCDpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92723_1	PDE1	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92726_1	ALCD19;ALCD2ir;ALCD2x;FALDH2;LALDO	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92893_1	CU2abcpp;CUabcpp;Cuabc;Cut1	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ92955_1	PPBNGS	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ93027_1	GMPS;GMPS2	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ93151_1	NI2uabcpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ93299_1	TMN	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ93768_1	ACCOAC	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94350_1	r2136	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94440_1	GUACYC	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94469_1	MSO3abcpp	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94487_1	UREA	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94542_1	ACODA	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ94897_1	RIBabcpp;XYLabc	0.2902343858032029	0.2902343858032064	1.000000000000012	optimal	Non-essential
EHJ91249_1	Kt3pp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91387_1	ACPPAT120;ACPPAT141;ACPPAT161	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91416_1	FE3DCITtonex;FEENTERtonex;FEOXAMtonex;PHEMEtonex;SHEMEtonex	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91503_1	AMPTASECG	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91510_1	LYSt3pp;LYSt3r	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91722_1	DNMPPA;DNTPPA;NMNAT;NNATr	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91815_1	GLYOX	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ91977_1	XYLe	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92132_1	DDPGALA	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92165_1	FEROc;FEROpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92409_1	Kt3r;NAt3_1;NAt3_2	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92622_1	SADH	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92650_1	NADH10;NADH9;NAt3_2	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92686_1	ARGabcpp;GLNabcpp;LYSabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92713_1	GLYBabc;PROabc	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92807_1	LYSt3pp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92861_1	MOBDabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92862_1	MOBDabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92863_1	PYK;PYK2;PYK3;PYK4;PYK6	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93042_1	NADS1;NADS2	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93150_1	NI2uabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93152_1	NI2uabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93319_1	DRPA	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93340_1	MCTP1Bpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93367_1	ALR2;DKGLCNR3	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93372_1	NTRIR2x	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93707_1	DNMPPA;DNTPPA	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93844_1	AACOAR_syn;ACTD_1;FASC141ACP;HACD9;KAS17;KAS7;RHACOAR100;RHACOAR140;RHACOAR60;RHACOAR80;SAOR	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ93970_1	NAt3_1	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ94411_1	THZPSN	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ94618_1	ALPHNH;UREASE	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ94772_1	DURAD;DURAD2	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ94877_1	DHAD1;DHAD2	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ94896_1	RIBabcpp;XYLabc;XYLabcpp	0.2902343858032029	0.29023438580320643	1.0000000000000122	optimal	Non-essential
EHJ92267_1	ASR;ASR2	0.2902343858032029	0.2902343858032065	1.0000000000000124	optimal	Non-essential
EHJ92612_1	NADH5;NADPHQR2	0.2902343858032029	0.2902343858032065	1.0000000000000124	optimal	Non-essential
EHJ91197_1	IZPN	0.2902343858032029	0.29023438580320654	1.0000000000000127	optimal	Non-essential
EHJ91881_1	CYTBD2pp	0.2902343858032029	0.29023438580320654	1.0000000000000127	optimal	Non-essential
EHJ92325_1	ADCS;GLUN	0.2902343858032029	0.29023438580320654	1.0000000000000127	optimal	Non-essential
EHJ93220_1	DNMPPA;DNTPPA;NADDP	0.2902343858032029	0.29023438580320654	1.0000000000000127	optimal	Non-essential
EHJ94611_1	NADTRHD;THD2pp	0.2902343858032029	0.29023438580320654	1.0000000000000127	optimal	Non-essential
EHJ91766_1	METS	0.2902343858032029	0.2902343858032066	1.0000000000000129	optimal	Non-essential
EHJ92371_1	PHB_SYN_HB	0.2902343858032029	0.2902343858032066	1.0000000000000129	optimal	Non-essential
EHJ94110_1	KAS13;KAS2;KAS8	0.2902343858032029	0.2902343858032066	1.0000000000000129	optimal	Non-essential
EHJ91127_1	DHAD1;DHAD2	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ91129_1	ADPRDP	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ91130_1	NTD11;NTD12;NTD7;NTD8;NTD9;PSP_L	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ91291_1	MLTGY1pp;MLTGY2pp;MLTGY3pp;MLTGY4pp	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ91388_1	MCOATA	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ91595_1	GTPCI	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ91602_1	ACCOAC	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ91652_1	AGDC;ALLTN;DHPM1;DHPM2	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ92113_1	ADOCBIK	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ92172_1	AP4AH	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ92231_1	HACD10i;HACD11i;HACD19i;HACD20i;HACD21i;HACD22i;HACD23i;HACD24i;HACD25i;HACD26i;HACD27i;HACD28i;HACD29i;HACD30i;HACD31i;HACD32i;HACD33i;HVCD	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ92265_1	CD2t4pp;COBALTt4pp;NI2t4pp;ZN2t4pp	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ92440_1	THRA;THRA2	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ92462_1	ARGabcpp;HISabcpp;LYSabcpp;ORNabcpp	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ93032_1	HSTPT;PHETA1;TYRTA;TYRTAi	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ93135_1	ICDHyr	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93144_1	ICL	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93204_1	FEENTERtex;INDOLEt2pp	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93314_1	CYTBO3_4pp	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93323_1	CYTD;DCYTD	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93329_1	GG15DAPAH;GGDAPAH;GGGABAH	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ93410_1	ARGt3pp;LYSt3pp;LYSt3r	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93523_1	GMPS;GMPS2	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93721_1	SPODMpp	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93787_1	SDPTA	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93883_1	ASP1DC	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ93884_1	ACACT1r;ACACT3r;ACACT5r;GLYBACT1r	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ93920_1	ZNabc	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ93948_1	GLU5K	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ94182_1	CDGUNPD	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ94295_1	FE2t;MGt5	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ94342_1	CHRPL	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ94566_1	ACS	0.2902343858032029	0.29023438580320665	1.000000000000013	optimal	Non-essential
EHJ94931_1	METDabc;METSabc;METabc;PROabc	0.2902343858032029	0.2902343858032067	1.000000000000013	optimal	Non-essential
EHJ94072_1	NTP3	0.2902343858032029	0.29023438580320676	1.0000000000000133	optimal	Non-essential
EHJ91122_1	PGPP120;PGPP120pp;PGPP140;PGPP140pp;PGPP141;PGPP141pp;PGPP160;PGPP160pp;PGPP161;PGPP161pp;PGPP180;PGPP180pp;PGPP181;PGPP181pp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91182_1	HSTPT;HSTPTr;LASP2OA;PHETA1;TYRTA	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91549_1	ACKr;PPAKr;TRE6PP	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91877_1	GUAD	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91883_1	CYSabc2pp;GTHRDabc2pp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91886_1	CAt6pp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91906_1	GPDDA1_1;GPDDA2_1;GPDDA3_1;GPDDA4_1;GPDDA5	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92031_1	UAMAS;UM3PL;UM4PL	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92230_1	ACOAD12f;ACOAD13f;ACOAD14f;ACOAD15f;ACOAD16f;ACOAD17f;ACOAD18f;ACOAD19f;ACOAD7f;ACOAD8f	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92370_1	NADHPO	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92483_1	ACSERHS;AHSERL4;CYSS;CYSS_2;SLCYSS	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92509_1	TRPS2;TRPS3	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92719_1	IMPD	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92874_1	5HPUDICDC_c	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92939_1	ME2	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ92972_1	DAGK120;DAGK140;DAGK141;DAGK160;DAGK161;DAGK180;DAGK181	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93008_1	HSK	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93009_1	ARGDC;ARGDCpp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93049_1	TSULP	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93099_1	GLYOX3	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93249_1	ACOAD2f;ACOAD3f;ACOAD4f;ACOAD5f;ACOAD6f	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93344_1	NARK;NO3t	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93398_1	GALCTD;GALCTD_1	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93416_1	FEOXAMtonex	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93554_1	PHEMEabcpp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93593_1	CDGUNPD	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ93967_1	ACODA;SDPDS	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ94271_1	GLNabcpp	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ94642_1	DKDID	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ94689_1	DAAD	0.2902343858032029	0.2902343858032068	1.0000000000000135	optimal	Non-essential
EHJ91286_1	AMPTASEAH;AMPTASEAL;AMPTASEAT;AMPTASEATRP;AMPTASECG;AMPTASEGGLN;AMPTASEGGLU;AMPTASEGM;AMPTASEGS;AMPTASEHG;AMPTASEHH;AMPTASEPG;GLYGLYCNc;GLYPHEHYc;LALGP;LEULEULAPc	0.2902343858032029	0.2902343858032069	1.0000000000000138	optimal	Non-essential
